lat;long;place_id;place_name;place_website;place_rating;review_mean;review_std;checkins;users;place_website_4q;group_id;group_followers_count;world_rank;country_rank;link_numbers;distance_metro;district;rating
55.651708400000004;37.7405046;ChIJsbG0Ngm0SkERwmJQqGiKgWM;Медицинский Центр В Марьино;http://www.mgido.ru/;4.2;0.4;0.4898979485566357;301.0;162.0;http://www.mgido.ru;;;2387416.0;211452.0;36.0;439.14604800459574;Россия, Москва, Юго-Восточный административный округ, район Марьино;
55.771514999999994;37.465644;ChIJ4Ug1ah9JtUYR9EvYWnVQRGg;Городская клиническая больница 67;http://67-больница.рф/;3.8;0.1891891891891892;0.3916588309780929;7865.0;3047.0;http://67gkb.ru;13818983.0;149.0;14347280.0;;3.0;4682.98299543063;Россия, Москва, Северо-Западный административный округ, район Хорошёво-Мнёвники;64
55.7238409;37.630823;ChIJ0XOafxdLtUYRZ-dEQOfLK4A;Гинекологическая Больница № 11;http://gb11.ru/;3.5;0.3333333333333333;0.4714045207910317;494.0;222.0;http://www.gb11.ru;;;;;;701.9616786035516;Россия, Москва, Центральный административный округ, район Замоскворечье;111
55.638921999999994;37.340074;ChIJA9jHpYBRtUYRxes8fzChWRg;Медиарт;http://medi-art.ru/;4.6;0.0;0.0;70.0;43.0;http://www.medi-art.ru;72389486.0;680.0;2506087.0;179083.0;30.0;9469.682132922935;Россия, Москва, Западный административный округ, район Ново-Переделкино, 13-й микрорайон Солнцева;
55.581803;37.5838041;ChIJc8QhKpKtSkERWuEsJm5CuBc;Филиал наркологической клинической больницы № 17;http://12steps.su/;4.6;;;;;;;;5218745.0;585610.0;21.0;723.0664400316468;Россия, Москва, Южный административный округ, район Чертаново Южное;63
55.659299;37.74641189999999;ChIJNSFjNhK0SkER-5NVTYBLdww;Медицинская клиника IMMA;http://imma.ru/;5.0;;;;;;;;1563027.0;101033.0;38.0;449.7255325545647;Россия, Москва, Юго-Восточный административный округ, район Марьино;
55.77865920000001;37.5228935;ChIJR44uop9JtUYRDgiM2IdFmd4;Семейная;http://semeynaya.ru/;3.2;0.0;0.0;740.0;264.0;http://semeynaya.ru;51289345.0;156341.0;375625.0;26044.0;185.0;324.11178801738276;Россия, Москва, Северный административный округ, Хорошёвский район;88
55.76320339999999;37.543690000000005;ChIJW9Q1F35JtUYRzOqEscXsDYs;"ФГУЗ ""Центр гигиены и эпидемиологии в городе Москве"" в ЦАО";http://sescao.ru/;4.0;;;;;;;;10968599.0;;10.0;1936.6608225325574;Россия, Москва, Центральный административный округ, Пресненский район;109
55.804054;37.645039000000004;ChIJSclD1Og1tUYR5poWXoBg6Ls;Медицинская клиника IMMA Алексеевская;http://imma.ru/;4.7;;;;;;;;1563027.0;101033.0;38.0;775.3609492565524;Россия, Москва, Северо-Восточный административный округ, Алексеевский район;
55.74969989999999;37.3899412;ChIJ52zzsyJPtUYR9i4TAY82hgA;Медцентр ЦКБ;http://www.cchp.ru/;4.8;;;;;;;;1116611.0;94940.0;117.0;2121.951058895963;Россия, Москва, Западный административный округ, район Кунцево;67
55.734660999999996;37.613443;ChIJFbBFgwZLtUYRh3f65qyRc9g;"ООО ""Центр Коррекции Слуха и Речи ""Мелфон""";http://www.melfon.ru/;4.5;;;;;;;;1839434.0;149392.0;124.0;309.48674708999874;Россия, Москва, Центральный административный округ, район Якиманка;108
55.681869999999996;37.564573100000004;ChIJAdASvOpMtUYR-TlcV-A_hls;Городской фонд ДНК-исследований;http://www.dnk-gf.ru/;2.5;0.3333333333333333;0.4714045207910317;662.0;189.0;http://www.dnk-gf.ru;;;6778034.0;424735.0;21.0;395.78675035238444;Россия, Москва, Юго-Западный административный округ, Академический район;
55.718667;37.625119899999994;ChIJf9GM7hVLtUYRNqvk047KBTE;Московский областной консультативно-диагностический центр» для детей;http://mokdcd.ru/;2.9;0.0;0.0;127.0;77.0;;;;2483097.0;135962.0;26.0;723.5549968288886;Россия, Москва, Южный административный округ, Даниловский район;
55.6699873;37.758770899999995;ChIJR7IFGD-0SkERWm5zzkGOwXc;ОЛИМП, медицинский центр, ЗАО;http://www.mcagape.ru/;4.3;0.4117647058823529;0.4921529567847503;1602.0;417.0;http://mckvt.ru;;;8383689.0;954072.0;87.0;602.1925506848443;Россия, Москва, Юго-Восточный административный округ, район Люблино;
55.743278000000004;37.630520000000004;ChIJO2TkBPxKtUYRLqtNLU_wiH8;Медицинский центр Невро-Мед;http://www.nevromed.ru/;4.2;0.5;0.5;124.0;90.0;;;;553126.0;42664.0;308.0;185.59460467038963;Россия, Москва, Центральный административный округ, район Замоскворечье;111
55.6897173;37.86054420000001;ChIJz-WRFw62SkERgVONoMHub5M;Клиника ИАКИ в Жулебино;http://zhulebino.iaci.ru/;3.7;;;;;;;;1509754.0;109119.0;100.0;761.5000928909884;Россия, Москва, Юго-Восточный административный округ, район Выхино-Жулебино;40
55.745740000000005;37.49913799999999;ChIJma1Ld1pJtUYRTF_hYGCVJMA;Витамед, Медицинский Центр;http://www.vitamed.moscow/;4.8;0.5333333333333333;0.4988876515698589;3436.0;669.0;http://www.kdpmc.ru;;;3627261.0;427720.0;45.0;222.41969225377926;Россия, Москва, Западный административный округ, район Филёвский Парк;32
55.6699085;37.2909264;ChIJE2pMXrNRtUYRVzDvAnqrOCg;Альтамед+;http://www.altamedplus.ru/;3.2;0.625;0.4841229182759271;779.0;243.0;http://www.altamed-c.ru;;;2409725.0;175950.0;35.0;15418.038676231388;Россия, Московская область, Одинцово, 8-й микрорайон;
55.866066000000004;37.60453899999999;ChIJwReC5Bw3tUYRrAVfVthdSYU;"Детский консультативно-диагностический медицинский центр ""Здоровье человека""";http://www.detcenter.ru/;4.7;;;;;;;;5516434.0;392005.0;23.0;253.3593378271128;Россия, Москва, Северо-Восточный административный округ, район Отрадное;
55.7275501;37.618635999999995;ChIJC_fyERBLtUYRsOHvkTjV0mU;Мединцентр;http://medin.ru/;4.0;0.38333333333333336;0.4861984048604942;5528.0;1342.0;http://medin.ru;;;2987417.0;262877.0;56.0;450.2724456922476;Россия, Москва, Центральный административный округ, район Якиманка;108
55.7600519;37.579743900000004;ChIJY08_PcU2tUYR3rV09meFq_Y;Семейный доктор, Поликлиника № 5;http://www.fdoctor.ru/;3.0;0.21739130434782608;0.4124709991523973;4101.0;1124.0;http://www.fdoctor.ru/barrikadnaya/;;;225651.0;14495.0;160.0;183.8697607776137;Россия, Москва, Центральный административный округ, Пресненский район;109
55.82312259999999;37.4599189;ChIJsdyhlHJItUYRsa0P8RdqrOc;Центральная клиническая больница гражданской авиации;http://ckbga.aero/;4.4;;;;;;;;3100536.0;229034.0;37.0;2510.0039852187188;Россия, Москва, Северо-Западный административный округ, район Покровское-Стрешнево;34
55.65063489999999;37.647475299999996;ChIJmQHugxKzSkERn26LnvefEy0;Психиатрическая клиническая больница №15;http://www.pkb15.ru/;3.9;0.3695652173913043;0.4826870285037938;8612.0;3272.0;http://gkb-15.ru;;;;;;365.7594574171298;Россия, Москва, Южный административный округ, район Москворечье-Сабурово;90
55.693420999999994;37.556118;ChIJVQATbY5MtUYRaQKH8uoY6Gw;Центр Офтальмологии;https://oftal.ru/;5.0;0.3548387096774194;0.4784644185223008;332.0;306.0;http://zaryadyepark.ru;133117745.0;1056.0;15902971.0;957135.0;13.0;1992.6585440697297;Россия, Москва, Юго-Западный административный округ, Гагаринский район;
55.687442000000004;37.55798;ChIJFaG-EJNMtUYRiUkv8AuGnP0;Городская клиническая больница им. В.В.Виноградова;http://gkb64.ru/;3.6;0.3564356435643564;0.4789460048494187;20177.0;7233.0;http://gkb1.ru;;;2262457.0;133667.0;37.0;1722.0086317008574;Россия, Москва, Юго-Западный административный округ, Академический район;
55.7218552;37.5663254;ChIJCRZFT5tLtUYRGUI6ySYBDjI;Первый МГМУ им. И.М. Сеченова, УКБ №4;http://sechenovclinic.ru/;3.2;0.2;0.4000000000000001;9112.0;1539.0;;;;618116.0;35471.0;34.0;183.01542667157986;Россия, Москва, Центральный административный округ, район Хамовники, 478-й квартал;
55.704772999999996;37.658418;ChIJATPWJsu0SkER-_FbpVdBhJU;Клиника Доктора Загера;http://www.zagerclinic.ru/;4.6;0.0;0.0;511.0;151.0;;;;3830496.0;314330.0;39.0;200.41127301999856;Россия, Москва, Южный административный округ, Даниловский район;
55.81667539999999;37.4565475;ChIJL6gYZ25ItUYROYS7k-Q4ecA;Инфекционная клиническая больница № 1;http://ikb1.ru/;3.3;0.36;0.48;4014.0;1525.0;http://www.mosgorzdrav.ru/ikb1;;;3565134.0;204494.0;13.0;1061.947937639052;Россия, Москва, Северо-Западный административный округ, район Покровское-Стрешнево;34
55.661789;37.5267489;ChIJ7z0q_RhNtUYREBdBXBJ1JuI;Прима Медика;http://www.primamedica.ru/;3.6;0.3181818181818182;0.4657704893617999;1580.0;635.0;http://primamedica.ru;62872541.0;357.0;1118744.0;96254.0;96.0;1550.4457829019461;Россия, Москва, Юго-Западный административный округ, Обручевский район;
55.89501500000001;37.588832000000004;ChIJq_ZFg0U3tUYR2yJ5b9a41vI;Здоровая семья;http://www.z7ya.ru/;3.4;;;;;;32845034.0;6842.0;2357918.0;171846.0;54.0;339.6133748460717;Россия, Москва, Северо-Восточный административный округ, район Бибирево;68
55.7467359;37.65479620000001;ChIJkTiVYu5KtUYRODgPhlcVWZg;Медицинский женский центр;http://medical-center-573.business.site/;4.4;0.4545454545454545;0.4979295977319692;930.0;252.0;;131023004.0;129.0;8642.0;1991.0;9643.0;421.3784700215276;Россия, Москва, Центральный административный округ, Таганский район;99
55.76927;37.6266001;ChIJh6npHWlKtUYRz4QxotlczgI;Клиника современных медицинских технологий «КСТ групп»;http://klinika-sovremennyh-tehnologij.ru/;3.7;0.3783783783783784;0.4849826606736854;3014.0;872.0;http://www.c-experto.ru;;;;;;537.9499138658273;Россия, Москва, Центральный административный округ, Мещанский район;107
55.664462;37.9098;ChIJJ6gRQMq3SkERFKB9cOQKrY8;МедЭст;http://www.medestlub.ru/;5.0;;;;;;;;13684097.0;;12.0;5701.293821019658;;
55.89242970000001;37.4779688;ChIJHQwuxE04tUYRbjcdEsh3La8;Химкинская Психиатрическая Больница № 22;http://mopb22.ru/;4.3;;;;;;;;8850820.0;519279.0;3.0;3321.9102264641233;Россия, Московская область, Химки, микрорайон Левобережный;
55.650403000000004;37.5974751;ChIJdRu42DkxtUYRLs-GJf5OKxI;Центр Лечения Сколиоза им. Катарины Шрот;http://skoliose.ru/about/;4.8;;;;;;35801155.0;81.0;5829975.0;370425.0;15.0;143.20315594880748;Россия, Москва, Юго-Западный административный округ, район Зюзино;12
55.79256169999999;37.6995795;ChIJ9cKBxwo1tUYRN7a83IRqAUs;Психиатрическая клиническая больница №3 им. В.А. Гиляровского;http://pkb3.org/;4.4;;;;;;;;5399024.0;345703.0;23.0;1748.1290434018802;Россия, Москва, Восточный административный округ, район Сокольники;
55.872034;37.51963999999999;ChIJrdhtcoc3tUYR6kUd9RaW0JQ;Научно-исследовательский клинический институт педиатрии имени академика Ю.Е. Вельтищева ФГБОУ ВО РНИМУ им. Н.И. Пирогова Минздрава России;http://www.pedklin.ru/;3.9;;;;;;;;1113849.0;77175.0;200.0;5063.903809912689;Россия, Москва, Северный административный округ, район Западное Дегунино;
55.7652936;37.635029700000004;ChIJf1yZ8GZKtUYRhvqZRY6qB0I;Поликлиника №1 Российской академии наук;http://www.policlinika-ran1.ru/;4.0;0.4848484848484849;0.4997703788627467;5817.0;1991.0;http://www.ckbran.ru;;;3687501.0;615324.0;15.0;186.82735762198448;Россия, Москва, Центральный административный округ, Красносельский район;
55.54463320000001;37.7239297;ChIJK6Z4odevSkERjcSaBbXbRls;Вита Медикус;http://vitaemedicus.ru/medicinskiy-centr-no1;3.6;1.0;0.0;426.0;153.0;;;;2426360.0;114899.0;20.0;5824.227956891427;Россия, Московская область, Ленинский район, Видное, 6-й микрорайон;
55.665979899999996;37.75476870000001;ChIJ2-rHKT60SkERYkzeomOZJrg;Женская амбулатория;http://zhenskaya-ambulatoriya.ru/;5.0;;;;;;;;;;;752.3367862786691;Россия, Москва, Юго-Восточный административный округ, район Марьино;
55.76247739999999;37.5960336;ChIJgTx0_TdKtUYR-lzmBVmsT60;Институт аллергологии и клинической иммунологии;http://www.iaci.ru/;3.8;0.5384615384615384;0.4985185152621432;961.0;477.0;http://www.iaci.ru;117996281.0;929.0;1509754.0;109119.0;100.0;921.94309568022;Россия, Москва, Центральный административный округ, Пресненский район;109
55.744507999999996;37.688128999999996;ChIJBTSa8rhKtUYR6kkE7_Nem9g;Медросконтракт;http://medros.ru/;4.2;0.35714285714285715;0.4791574237499549;3451.0;822.0;http://www.medros.ru;;;3820097.0;266163.0;38.0;782.1434117922131;Россия, Москва, Центральный административный округ, Таганский район;99
55.8903642;37.5330366;ChIJc0FOHdo5tUYRZgspLty3xvo;Городская клиническая больница имени В. В. Вересаева;http://gkb81.ru/;4.3;0.3564356435643564;0.4789460048494187;20177.0;7233.0;http://gkb1.ru;;;1884801.0;113056.0;36.0;6086.672127065987;Россия, Москва, Северный административный округ, Дмитровский район;
55.798711;37.7188761;ChIJtSdZbAY1tUYRyybyXELcwCQ;"Лор клиника ""Клиника уха, горла и носа""";http://www.lorlor.ru/;4.0;0.0;0.0;79.0;34.0;;;;1811644.0;168728.0;24.0;484.00160955892596;Россия, Москва, Восточный административный округ, район Преображенское;
55.800813;37.58248409999999;ChIJFW-9pfxJtUYRTuwVerhkaOI;Столичный докторъ;http://www.sdoctor.ru/;4.9;;;;;;94590237.0;39.0;14608999.0;;49.0;650.1202790322351;Россия, Москва, Северный административный округ, Савёловский район;51
55.74932399999999;37.590711999999996;ChIJX22obLNLtUYR5i9R6dxs-WU;Моситалмед;http://mositalmed.ru/;3.1;0.3026315789473684;0.45939711184463394;7920.0;1735.0;http://www.mositalmed.ru;;;4268801.0;331294.0;25.0;778.3935809139614;Россия, Москва, Центральный административный округ, район Арбат;
55.765064;37.586385;ChIJz3OJRzdKtUYRLpJZpxr5mgE;Здоровье Детям;http://www.zdordet.ru/;4.2;1.0;0.0;104.0;41.0;http://www.zdordet.ru;100805641.0;8168.0;15835791.0;;6.0;680.6242903505278;Россия, Москва, Центральный административный округ, Пресненский район;109
55.7568233;37.5537396;ChIJ343MdNFLtUYRlo0PsFSaK-Q;Медико-С;http://hvatov.clinic/;3.3;0.4;0.4898979485566357;626.0;196.0;http://www.centromedmsc.ru;;;;;;1057.1005897046225;Россия, Москва, Центральный административный округ, Пресненский район;109
55.67284229999999;37.5487594;ChIJ79ckmedMtUYRW1r62auO6i0;Частный доктор;http://personaldoctor.ru/;5.0;0.0;0.0;357.0;87.0;;68046720.0;21.0;5771422.0;423745.0;10.0;683.328812547056;Россия, Москва, Юго-Западный административный округ, район Черёмушки;
55.779129000000005;37.5766639;ChIJTVxi9yBKtUYRTkw1_AroS9k;МЕДЭКС;http://medeks.ru/;1.0;;;;;;100305652.0;37.0;12530428.0;770375.0;39.0;623.9968389069694;Россия, Москва, Северный административный округ, район Беговой;96
55.7020468;37.6797588;ChIJz38Wo8W0SkER3QQNPaWQmrE;Городская клиническая больница № 53;https://www.rlsnet.ru/hos_index_id_1240.htm;5.0;0.4117647058823529;0.4921529567847504;1753.0;792.0;;;;11779.0;872.0;1359.0;733.2630013785509;Россия, Москва, Юго-Восточный административный округ, Южнопортовый район;97
55.67778199999999;37.725597;ChIJ927dG160SkERJ16aRhHSBHg;Центральная клиническая больница №6 ОАО РЖД;http://www.ckb6.ru/;4.3;;;;;;;;3325987.0;198844.0;8.0;1373.2926488435812;Россия, Москва, Юго-Восточный административный округ, район Печатники;76
55.729507999999996;37.5899828;ChIJYy7k-qBLtUYRuAWZ3Bfpb1Y;№ 9 Лечебно-диагностический Центр Министерства Обороны РФ ФГУ;http://www.9ldc.ru/;4.6;0.5294117647058824;0.4991341984846218;4605.0;1140.0;http://www.9ldc.ru;;;2091878.0;123762.0;20.0;1077.2838561277715;Россия, Москва, Центральный административный округ, район Хамовники, 453-й квартал;
55.79149739999999;37.8075799;ChIJWaezphA2tUYRX2SBANkR4DQ;Семейный доктор, Поликлиника №11;http://www.fdoctor.ru/;4.2;0.3125;0.4635124054434789;721.0;227.0;http://www.fdoctor.ru/clinics/pervomaiskaya/;;;225651.0;14495.0;160.0;941.2663564797026;Россия, Москва, Восточный административный округ, район Восточное Измайлово;16
55.72871259999999;37.582227100000004;ChIJLbg-X59LtUYRzeLyrwrpA60;9-Й Лечебно-диагностический Центр Министерства Обороны;http://www.9ldc.ru/;5.0;0.5294117647058824;0.4991341984846218;4605.0;1140.0;http://www.9ldc.ru;;;2091878.0;123762.0;20.0;231.96960742971504;Россия, Москва, Центральный административный округ, район Хамовники;113
55.7672463;37.55810849999999;ChIJxVA_UipKtUYR-bdK71SfUAY;Медцентрсервис;http://www.medcentrservis.ru/;4.8;0.0;0.0;128.0;60.0;;100098038.0;474.0;492453.0;33663.0;71.0;410.54977037829633;Россия, Москва, Центральный административный округ, Пресненский район;109
55.73884399999999;37.690247;ChIJr8wJX8hKtUYRcyQx635w9WE;Детская городская поликлиника № 100;http://dgp104.ru/;4.3;0.0;0.0;302.0;67.0;;;;5581161.0;371509.0;4.0;1195.5569479162627;Россия, Москва, Центральный административный округ, Таганский район;99
55.644045999999996;37.523889000000004;ChIJJ9tCdEdNtUYR1RcvxVymn5E;Медцентрсервис;http://medcentrservis.ru/;4.2;0.0;0.0;128.0;60.0;;100098038.0;474.0;492453.0;33663.0;71.0;289.20373518476174;Россия, Москва, Юго-Западный административный округ, район Коньково, 44-47-й квартал района Коньково;
55.5913778;37.538734600000005;ChIJbzXD76zFtEYRFX3bj4fsCuc;INVITRO;https://www.invitro.ru/offices/moscow/clinic.php?ID=24472;5.0;;;;;;;;30337.0;1400.0;795.0;1879.3690099865898;Россия, Москва, Юго-Западный административный округ, район Ясенево;
55.68992129999999;37.8130426;ChIJn0S2TNu1SkERhoLi1rTWm_s;Госпиталь Для Ветеранов Войн № 2;http://mosgorzdrav.ru/gvv2;4.1;0.14285714285714285;0.34992710611188266;1542.0;682.0;;;;133353.0;7156.0;1627.0;4704.6306485662935;Россия, Москва, Юго-Восточный административный округ, район Выхино-Жулебино;40
55.63763639999999;37.54225539999999;ChIJ2eJqv0pNtUYRS8Kq9tRGZNw;Центр В.И.Дикуля;http://www.dikul.net/;3.8;0.375;0.4841229182759271;1217.0;400.0;http://www.dikul.org;55341081.0;2514.0;385452.0;37811.0;155.0;1844.4315081132083;Россия, Москва, Юго-Западный административный округ, район Коньково, 5-й микрорайон;
55.76398879999999;37.6202384;ChIJcY5RQ0dKtUYRfsAuuGFz_hg;Камелот;https://www.wildberries.ru/brands/camelot;4.3;0.4;0.4898979485566357;2764.0;215.0;http://kamelot-gym.ru;99002378.0;945.0;1210.0;31.0;2399.0;524.0522594265229;Россия, Москва, Центральный административный округ, Мещанский район;107
55.798308;37.8109047;ChIJh3jFTco0tUYRldSA4lsbtaE;"Морозовская Детская Клиническая Больница, Филиал № 2 ""Измайловская больница""";http://морозовская.рф/;3.9;;;;;;;;3119433.0;188035.0;10.0;1322.7008440350412;Россия, Москва, Восточный административный округ, район Восточное Измайлово;16
55.715952;37.6093699;ChIJn-UOgWxLtUYRggTrMq-BwCY;Центр 2 Планирования Семьи И Репродукции;http://cpsr2.com/home;4.0;0.25806451612903225;0.4375696763306625;8708.0;2760.0;;;;6269292.0;613832.0;1.0;299.4954511444022;Россия, Москва, Южный административный округ, Даниловский район;
55.714892000000006;37.610076;ChIJBwShm2tLtUYR4KkBK5GxDw8;Здоровое поколение;http://www.z-p.ru/;4.2;0.42857142857142855;0.4948716593053935;1402.0;525.0;;130030438.0;1458.0;2832405.0;225008.0;45.0;420.8745682497288;Россия, Москва, Южный административный округ, Даниловский район;
55.79090499999999;37.819978000000006;ChIJr5suFzHLSkERrfiFyd5F618;Пироговский Центр;http://www.pirogov-center.ru/;4.0;0.3548387096774194;0.4784644185223008;332.0;306.0;http://zaryadyepark.ru;101840269.0;23.0;372552.0;24983.0;281.0;2307.0109621804113;Россия, Москва, Восточный административный округ, район Восточное Измайлово;16
55.894704000000004;37.399884899999996;ChIJtQiA1b84tUYRBEioXlqT42o;Медицинская клиника IMMA Куркино;http://imma.ru/;4.2;;;;;;;;1563027.0;101033.0;38.0;4982.510078699978;Россия, Москва, Северо-Западный административный округ, район Куркино;
55.81603550000001;37.51201229999999;ChIJhV2JqDFItUYRmR43vJ_IeQ0;СМ-Клиника;http://www.smclinic.ru/clinics/sm-klinika-na-ul-kosmonavta-volkova/;4.5;0.23728813559322035;0.4254203524749537;5049.0;1752.0;;64709548.0;2407.0;129637.0;7366.0;370.0;1603.5126740862643;Россия, Москва, Северный административный округ, Войковский район;
55.642398;37.4127499;ChIJH26Ij25StUYRSQdnYO7MwF4;Городская клиническая больница № 17;http://gkb17.ru/;3.4;0.3076923076923077;0.4615384615384616;1721.0;652.0;http://www.klinika-17.ru;140478863.0;24.0;2526699.0;158109.0;13.0;3294.586533582506;Россия, Москва, Западный административный округ, район Солнцево;
55.6542887;37.4901206;ChIJGzoIwwpNtUYRdQPm_VljZCI;Голд Сан-Тропе;http://goldsantrope.ru/;4.5;;;;;;;;;;;1125.5314629453787;Россия, Москва, Западный административный округ, район Тропарёво-Никулино;52
55.83260509999999;37.6618523;ChIJudf8hCo0tUYRdqevxpRiKxo;Персона-мед, Медицинская Клиника;http://persona-med.ru/;3.0;0.6;0.4898979485566357;1502.0;496.0;http://www.nrmed.ru/rus/contacts/filial-na-sretenke/;;;6875965.0;479726.0;35.0;939.5495421177878;Россия, Москва, Северо-Восточный административный округ, район Ростокино;
55.8021919;37.539421000000004;ChIJ61tBgcZJtUYRR0XJfEXnFYA;Частная Детская Клиника;http://childclinic.ru/;5.0;1.0;0.0;174.0;43.0;http://childclinic.ru;;;4729284.0;346659.0;21.0;748.908054884313;Россия, Москва, Северный административный округ, район Аэропорт;
55.7754;37.61831;ChIJR-UgthRKtUYRd5tb6nvEsmk;Клиника снижения веса, центр доктора Гаврилова;http://doctorgavrilov.ru/;3.7;0.0;0.0;148.0;61.0;;;;757316.0;62290.0;192.0;447.2824377880589;Россия, Москва, Центральный административный округ, Тверской район;101
55.91705759999999;37.8571488;ChIJFwJBmIottUYRcwZvUgZOjr8;Городская Больница №2;http://lpumgb2.korolev-net.ru/;2.0;0.3333333333333333;0.4714045207910317;382.0;138.0;;;;1854109.0;154875.0;83.0;11435.668624679396;;
55.65177560000001;37.7697876;ChIJAXnJqB20SkERrAeFErcK21s;СитиМед;http://www.cutumed.ru/;5.0;0.0;0.0;53.0;31.0;;67557208.0;17.0;2368568.0;159926.0;52.0;2254.805094266631;Россия, Москва, Юго-Восточный административный округ, район Марьино;
